# img_id	mask_row	mask_col	metastasis_ratio	ucc
tumor_110__55.png	256	864	1.00	1
tumor_110__84.png	320	448	1.00	1
tumor_110__145.png	416	320	1.00	1
tumor_110__37.png	224	768	1.00	1
tumor_110__92.png	320	704	1.00	1
tumor_110__40.png	224	864	1.00	1
tumor_110__101.png	352	288	1.00	1
tumor_110__21.png	192	672	1.00	1
tumor_110__71.png	288	736	1.00	1
tumor_110__56.png	256	896	1.00	1
tumor_110__48.png	256	640	1.00	1
tumor_110__143.png	416	256	1.00	1
tumor_110__36.png	224	736	1.00	1
tumor_110__77.png	320	224	1.00	1
tumor_110__20.png	192	640	1.00	1
tumor_110__88.png	320	576	1.00	1
tumor_110__151.png	416	512	1.00	1
tumor_110__109.png	352	544	1.00	1
tumor_110__124.png	384	320	1.00	1
tumor_110__66.png	288	576	1.00	1
tumor_110__68.png	288	640	1.00	1
tumor_110__75.png	288	864	1.00	1
tumor_110__78.png	320	256	1.00	1
tumor_110__45.png	256	544	1.00	1
tumor_110__144.png	416	288	1.00	1
tumor_110__33.png	224	640	1.00	1
tumor_110__105.png	352	416	1.00	1
tumor_110__257.png	640	352	1.00	1
tumor_110__46.png	256	576	1.00	1
tumor_110__186.png	480	352	0.00	1
tumor_110__27.png	224	448	0.31	2
tumor_110__53.png	256	800	0.67	2
tumor_110__168.png	448	416	0.46	2
tumor_110__94.png	320	768	0.48	2
tumor_110__96.png	320	832	0.58	2
tumor_110__201.png	512	288	0.34	2
tumor_110__134.png	384	640	0.55	2
tumor_110__166.png	448	352	0.34	2
tumor_110__190.png	480	480	0.39	2
tumor_110__25.png	192	800	0.41	2
tumor_110__200.png	512	256	0.40	2
tumor_110__248.png	608	384	0.31	2
tumor_110__259.png	640	416	0.45	2
tumor_110__191.png	480	512	0.46	2
tumor_110__14.png	160	768	0.43	2
normal_003__19.png	928	320	0.00	1
normal_003__22.png	928	416	0.00	1
normal_003__55.png	1024	480	0.00	1
normal_006__11.png	480	960	0.00	1
normal_008__2.png	1952	448	0.00	1
normal_009__46.png	2016	1152	0.00	1
normal_009__31.png	1984	1056	0.00	1
normal_009__50.png	2048	800	0.00	1
normal_010__5.png	2144	704	0.00	1
normal_011__62.png	2304	704	0.00	1
normal_011__269.png	2656	1216	0.00	1
normal_011__79.png	2336	928	0.00	1
normal_011__274.png	2688	832	0.00	1
normal_011__284.png	2720	800	0.00	1
normal_017__0.png	1952	576	0.00	1
normal_018__14.png	1504	1056	0.00	1
normal_018__37.png	1632	1120	0.00	1
normal_028__54.png	2272	896	0.00	1
normal_029__3.png	1824	704	0.00	1
normal_030__4.png	1696	384	0.00	1
normal_032__77.png	1920	1088	0.00	1
normal_032__132.png	2016	1152	0.00	1
normal_032__31.png	1856	992	0.00	1
normal_033__54.png	1472	768	0.00	1
normal_033__85.png	2880	1056	0.00	1
normal_034__5.png	896	768	0.00	1
normal_034__71.png	1216	160	0.00	1
normal_034__175.png	1440	992	0.00	1
normal_034__111.png	1280	896	0.00	1
normal_034__261.png	1888	992	0.00	1
normal_036__35.png	1856	704	0.00	1
normal_036__126.png	2112	480	0.00	1
normal_036__115.png	2080	512	0.00	1
normal_038__3.png	2208	384	0.00	1
normal_039__9.png	704	672	0.00	1
normal_039__126.png	2144	768	0.00	1
normal_039__54.png	992	832	0.00	1
normal_041__61.png	1728	1024	0.00	1
normal_041__70.png	1792	960	0.00	1
normal_043__0.png	2304	704	0.00	1
normal_048__14.png	2048	608	0.00	1
normal_051__2.png	928	288	0.00	1
normal_052__126.png	1280	1344	0.00	1
normal_052__163.png	1376	800	0.00	1
normal_052__40.png	1120	672	0.00	1
normal_052__145.png	1344	640	0.00	1
normal_053__30.png	2016	864	0.00	1
normal_053__109.png	2432	416	0.00	1
normal_053__198.png	2592	1248	0.00	1
normal_053__97.png	2368	512	0.00	1
normal_054__27.png	2048	320	0.00	1
normal_056__27.png	1920	448	0.00	1
normal_058__55.png	2304	512	0.00	1
normal_058__146.png	2656	576	0.00	1
normal_058__150.png	2688	576	0.00	1
normal_059__0.png	992	928	0.00	1
normal_060__13.png	896	640	0.00	1
normal_062__20.png	2176	448	0.00	1
normal_065__72.png	2400	512	0.00	1
normal_065__58.png	2304	448	0.00	1
normal_067__56.png	2176	1120	0.00	1
normal_067__27.png	1856	224	0.00	1
normal_068__30.png	1472	1248	0.00	1
normal_068__93.png	1632	1280	0.00	1
normal_068__129.png	1728	1280	0.00	1
normal_071__42.png	1696	768	0.00	1
normal_073__139.png	2752	768	0.00	1
normal_073__122.png	2720	512	0.00	1
normal_073__104.png	2656	544	0.00	1
normal_074__64.png	2016	960	0.00	1
normal_074__158.png	2848	640	0.00	1
normal_074__127.png	2752	448	0.00	1
normal_075__39.png	2240	896	0.00	1
normal_075__32.png	2176	1024	0.00	1
normal_076__560.png	2560	1088	0.00	1
normal_076__632.png	2688	1184	0.00	1
normal_076__468.png	2368	960	0.00	1
normal_076__251.png	1984	224	0.00	1
normal_076__521.png	2496	800	0.00	1
normal_076__103.png	1664	416	0.00	1
normal_076__273.png	2016	1152	0.00	1
normal_076__265.png	2016	128	0.00	1
normal_076__142.png	1728	256	0.00	1
normal_076__488.png	2400	1056	0.00	1
normal_076__239.png	1952	1152	0.00	1
normal_077__6.png	1952	704	0.00	1
normal_078__53.png	1824	800	0.00	1
normal_078__16.png	1600	864	0.00	1
normal_079__54.png	2400	864	0.00	1
normal_079__100.png	2624	928	0.00	1
normal_080__158.png	2624	128	0.00	1
normal_080__183.png	2752	192	0.00	1
normal_080__129.png	2464	1120	0.00	1
normal_080__109.png	2368	1248	0.00	1
normal_080__125.png	2464	992	0.00	1
normal_087__21.png	1440	608	0.00	1
normal_087__14.png	1344	608	0.00	1
normal_087__194.png	1888	928	0.00	1
normal_087__233.png	2080	1312	0.00	1
normal_087__105.png	1760	544	0.00	1
normal_088__169.png	2336	384	0.00	1
normal_088__130.png	2048	992	0.00	1
normal_088__173.png	2368	384	0.00	1
normal_088__155.png	2208	736	0.00	1
normal_090__96.png	2144	448	0.00	1
normal_090__100.png	2176	448	0.00	1
normal_090__171.png	2496	1216	0.00	1
normal_091__387.png	2528	1280	0.00	1
normal_091__476.png	2848	704	0.00	1
normal_091__102.png	1504	512	0.00	1
normal_091__277.png	1952	576	0.00	1
normal_091__330.png	2112	960	0.00	1
normal_091__467.png	2816	736	0.00	1
normal_091__112.png	1536	1216	0.00	1
normal_091__413.png	2688	544	0.00	1
normal_092__8.png	1184	960	0.00	1
normal_092__14.png	1216	960	0.00	1
normal_093__24.png	2176	928	0.00	1
normal_094__16.png	1184	864	0.00	1
normal_095__86.png	1824	832	0.00	1
normal_095__71.png	1792	320	0.00	1
normal_095__184.png	3008	608	0.00	1
normal_097__95.png	1952	992	0.00	1
normal_097__21.png	1280	864	0.00	1
normal_097__136.png	2080	960	0.00	1
normal_097__292.png	2592	1120	0.00	1
normal_097__158.png	2144	512	0.00	1
normal_098__30.png	1856	704	0.00	1
normal_098__57.png	1984	896	0.00	1
normal_099__70.png	1472	1120	0.00	1
normal_099__249.png	2272	960	0.00	1
normal_099__225.png	2176	1312	0.00	1
normal_099__266.png	2304	1152	0.00	1
normal_099__293.png	2464	1024	0.00	1
normal_100__34.png	2400	736	0.00	1
normal_101__216.png	640	768	0.00	1
normal_101__158.png	544	480	0.00	1
normal_101__86.png	416	544	0.00	1
normal_101__109.png	448	672	0.00	1
normal_103__9.png	256	480	0.00	1
normal_104__97.png	672	320	0.00	1
normal_104__30.png	384	256	0.00	1
normal_105__210.png	864	800	0.00	1
normal_105__90.png	480	1152	0.00	1
normal_105__127.png	576	640	0.00	1
normal_105__107.png	512	1088	0.00	1
normal_109__33.png	448	384	0.00	1
normal_110__36.png	480	1216	0.00	1
normal_110__27.png	416	1184	0.00	1
normal_111__192.png	640	544	0.00	1
normal_111__204.png	704	960	0.00	1
normal_111__146.png	480	2048	0.00	1
normal_111__10.png	256	832	0.00	1
normal_113__11.png	352	960	0.00	1
normal_114__352.png	768	1216	0.00	1
normal_114__23.png	288	320	0.00	1
normal_114__60.png	320	864	0.00	1
normal_114__302.png	704	1088	0.00	1
normal_114__224.png	576	1440	0.00	1
normal_114__16.png	256	704	0.00	1
normal_114__210.png	576	416	0.00	1
normal_115__5.png	608	768	0.00	1
normal_116__17.png	160	448	0.00	1
normal_118__17.png	320	384	0.00	1
normal_118__83.png	480	320	0.00	1
normal_118__122.png	576	480	0.00	1
normal_120__4.png	192	480	0.00	1
normal_122__372.png	992	544	0.00	1
normal_122__87.png	288	480	0.00	1
normal_122__198.png	416	1280	0.00	1
normal_122__299.png	672	384	0.00	1
normal_122__81.png	256	992	0.00	1
normal_122__310.png	704	512	0.00	1
normal_127__86.png	992	1056	0.00	1
normal_127__109.png	1056	896	0.00	1
normal_128__12.png	224	448	0.00	1
normal_130__100.png	672	608	0.00	1
normal_130__160.png	864	256	0.00	1
normal_130__214.png	1024	736	0.00	1
normal_130__8.png	352	256	0.00	1
normal_132__71.png	672	1568	0.00	1
normal_132__171.png	1024	1408	0.00	1
normal_132__13.png	576	1024	0.00	1
normal_135__70.png	416	320	0.00	1
normal_135__25.png	288	800	0.00	1
normal_136__123.png	512	256	0.00	1
normal_136__119.png	480	512	0.00	1
normal_136__157.png	608	288	0.00	1
normal_136__91.png	384	800	0.00	1
normal_137__2.png	320	896	0.00	1
normal_137__66.png	800	1728	0.00	1
normal_139__1.png	288	224	0.00	1
normal_143__121.png	736	768	0.00	1
normal_143__12.png	320	1440	0.00	1
normal_143__70.png	608	1216	0.00	1
normal_145__14.png	96	704	0.00	1
normal_145__139.png	256	1088	0.00	1
normal_145__209.png	384	1248	0.00	1
normal_145__240.png	1280	768	0.00	1
normal_146__25.png	352	1920	0.00	1
normal_146__4.png	224	800	0.00	1
normal_148__1.png	288	416	0.00	1
normal_151__9.png	192	608	0.00	1
normal_151__80.png	480	416	0.00	1
normal_151__1.png	160	512	0.00	1
normal_151__82.png	480	480	0.00	1
normal_153__10.png	224	960	0.00	1
normal_153__65.png	352	992	0.00	1
normal_156__28.png	704	992	0.00	1
normal_157__45.png	512	320	0.00	1
normal_157__100.png	640	576	0.00	1
normal_157__149.png	832	480	0.00	1
normal_157__209.png	1056	480	0.00	1
normal_158__81.png	832	576	0.00	1
normal_158__25.png	352	1472	0.00	1
normal_159__46.png	672	608	0.00	1
normal_159__22.png	608	576	0.00	1
normal_159__124.png	832	1280	0.00	1
normal_001__24.png	1728	1024	0.00	1
normal_004__0.png	1152	320	0.00	1
